ID,Age,Height,Weight,Position,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,ShortPassing,LongPassing,BallControl,Vision,Reactions,Composure,Crossing,Dribbling,Stamina,Agility,Acceleration,CAMRating,CMRating,RMRating,LMRating,CDMRating,Prospect,Position_n
TRAIN_1418,21,175,70,RM,6.6667,4.6053,3.5294,4.8485,1.8421,4.5902,5.4217,4.4048,5.8427,5.119,3.9062,5.5422,4.0909,5.9783,6.2963,7.3684,7.4699,5.4667,4.7945,5.5405,5.5405,3.7143,0,4
TRAIN_1423,20,180,76,CM,6.2319,5.5263,5.5882,5.7576,5.9211,5.5738,7.3494,7.1429,6.7416,6.1905,5.3125,5.6627,5.4545,7.0652,7.4074,5.7895,7.2289,6.6667,6.8493,6.6216,6.6216,6.7143,1,2
TRAIN_1425,20,183,71,CDM,6.9565,5.7895,5.5882,6.2121,6.9737,6.8852,7.5904,7.2619,7.6404,6.1905,5.9375,6.3855,5.0,7.0652,8.1481,6.3158,7.5904,7.0667,7.2603,6.8919,6.8919,7.5714,0,1
TRAIN_1426,21,182,72,CM,6.2319,6.5789,5.7353,6.3636,6.8421,6.8852,7.4699,6.9048,7.5281,7.0238,6.0938,6.1446,5.1136,7.2826,8.3951,6.7105,7.2289,7.3333,7.3973,7.1622,7.1622,7.5714,0,2
TRAIN_1429,21,174,71,CAM,5.7971,5.5263,5.0,4.8485,5.7895,4.918,7.1084,6.5476,6.4045,5.7143,4.375,4.9398,4.5455,5.9783,6.5432,6.0526,6.6265,6.2667,6.3014,6.0811,6.0811,6.4286,0,0
TRAIN_1434,21,182,76,RM,7.6812,6.8421,7.2059,8.1818,4.3421,4.7541,7.9518,7.1429,8.5393,7.619,6.25,7.1084,8.0682,8.8043,6.4198,8.6842,8.6747,8.1333,7.5342,8.2432,8.2432,6.2857,0,4
TRAIN_1438,20,185,66,CAM,5.6522,5.3947,5.7353,5.9091,3.1579,2.9508,7.2289,6.3095,7.3034,6.9048,5.1562,6.0241,5.3409,6.6304,3.2099,6.8421,6.2651,6.6667,6.3014,6.3514,6.3514,5.0,0,0
TRAIN_1443,19,174,71,CDM,5.2174,2.8947,3.6765,4.2424,4.8684,4.5902,5.7831,5.4762,5.9551,5.2381,3.75,4.2169,3.2955,5.3261,5.5556,6.1842,6.3855,5.0667,5.2055,5.0,5.0,5.4286,1,1
TRAIN_1446,21,170,65,CAM,4.3478,6.5789,5.7353,6.2121,4.4737,3.1148,6.8675,6.7857,7.4157,6.9048,3.9062,4.6988,5.3409,7.2826,4.321,6.3158,5.6627,6.8,6.5753,6.4865,6.4865,5.5714,0,0
TRAIN_1449,20,176,65,RM,8.1159,4.8684,4.2647,5.6061,3.4211,1.6393,5.5422,3.9286,6.5169,5.2381,2.6562,4.2169,6.1364,6.7391,5.0617,8.2895,8.6747,5.8667,5.0685,6.0811,6.0811,4.2857,0,4
TRAIN_1451,19,182,74,LM,6.9565,5.3947,4.7059,5.6061,5.6579,5.7377,6.1446,5.4762,6.6292,5.0,4.6875,5.0602,6.25,6.9565,6.6667,7.1053,7.3494,6.1333,5.8904,6.3514,6.3514,6.0,0,3
TRAIN_1453,19,183,75,CDM,4.2029,2.1053,3.9706,3.4848,4.4737,4.918,5.9036,6.1905,4.8315,5.119,3.9062,4.3373,3.8636,5.2174,5.5556,4.7368,5.6627,4.5333,4.9315,4.5946,4.5946,5.2857,1,1
TRAIN_1454,18,184,66,CAM,5.7971,4.6053,5.4412,5.4545,4.6053,3.2787,6.747,6.5476,6.8539,6.4286,4.2188,5.1807,5.1136,6.7391,5.1852,6.0526,6.2651,6.2667,6.1644,6.0811,6.0811,5.5714,1,0
TRAIN_1455,19,179,73,RM,5.2174,4.7368,5.2941,5.4545,2.3684,3.9344,6.747,6.1905,6.7416,6.0714,3.2812,5.0602,6.1364,7.0652,4.321,4.3421,6.1446,6.1333,5.7534,6.2162,6.2162,4.5714,1,4
TRAIN_1461,20,188,78,CAM,5.942,4.8684,5.4412,5.6061,5.6579,6.0656,6.8675,6.4286,7.191,6.4286,3.9062,6.1446,5.3409,6.6304,6.1728,6.3158,6.6265,6.4,6.3014,6.2162,6.2162,6.4286,0,0
TRAIN_1463,20,170,67,LM,7.2464,5.0,5.5882,6.5152,2.6316,3.6066,6.506,5.9524,7.3034,6.4286,5.3125,5.3012,6.25,7.5,6.1728,8.0263,7.8313,6.8,6.1644,6.8919,6.8919,4.5714,0,3
TRAIN_1467,19,181,70,CAM,6.2319,4.4737,4.7059,5.303,4.8684,4.918,7.2289,5.9524,6.6292,6.1905,5.3125,5.6627,3.2955,6.3043,6.9136,5.7895,6.747,6.4,6.4384,6.2162,6.2162,6.1429,0,0
TRAIN_1468,21,175,65,CAM,6.8116,5.3947,5.2941,6.3636,1.5789,4.7541,6.6265,5.2381,6.8539,5.8333,4.0625,5.4217,6.3636,7.6087,5.9259,7.7632,7.2289,6.5333,5.6164,6.4865,6.4865,4.1429,0,0
TRAIN_1470,18,173,71,CAM,6.2319,3.9474,4.2647,4.3939,4.8684,4.2623,5.7831,5.5952,5.618,5.5952,3.5938,4.8193,4.5455,5.4348,6.4198,7.3684,6.988,5.4667,5.4795,5.4054,5.4054,5.4286,1,0
TRAIN_1471,21,183,73,CM,4.9275,4.4737,4.8529,5.0,5.1316,4.4262,6.506,6.3095,6.1798,5.3571,4.0625,5.0602,5.5682,6.1957,5.9259,6.9737,5.7831,5.7333,5.8904,5.8108,5.8108,5.7143,0,2
TRAIN_1472,19,175,68,CAM,5.942,4.7368,3.9706,5.1515,1.4474,2.459,5.5422,4.881,5.9551,5.119,3.5938,3.8554,4.4318,6.3043,4.4444,8.6842,6.0241,5.6,4.7945,5.4054,5.4054,3.4286,0,0
TRAIN_1473,17,188,79,RM,5.2174,3.2895,3.6765,3.7879,3.4211,4.4262,5.6627,5.0,5.2809,4.881,3.125,3.6145,3.75,5.2174,6.7901,5.1316,6.506,4.9333,4.9315,5.0,5.0,4.5714,1,4
TRAIN_1475,19,178,64,CM,4.9275,5.0,5.5882,6.8182,7.1053,4.918,7.7108,7.2619,7.9775,6.5476,4.8438,6.0241,4.6591,7.8261,7.5309,6.3158,6.0241,7.0667,7.3973,6.7568,6.7568,7.4286,1,2
TRAIN_1476,20,178,76,RM,5.2174,3.0263,3.9706,3.6364,4.2105,3.9344,5.5422,5.3571,5.3933,5.3571,2.9688,4.3373,4.3182,5.2174,4.6914,4.2105,6.2651,4.8,4.7945,4.8649,4.8649,4.8571,0,4
TRAIN_1478,18,180,69,CAM,6.5217,5.0,5.1471,5.303,4.2105,3.4426,6.506,6.3095,6.0674,5.9524,3.2812,5.5422,5.9091,6.7391,2.963,7.2368,7.1084,6.0,5.6164,5.9459,5.9459,5.1429,0,0
TRAIN_1480,18,175,70,CAM,5.5072,3.6842,3.2353,3.1818,3.4211,3.7705,5.4217,5.119,4.8315,4.881,2.6562,3.7349,3.1818,5.1087,5.9259,4.7368,6.3855,4.8,4.7945,4.7297,4.7297,4.4286,0,0
TRAIN_1483,19,183,75,CM,4.7826,3.1579,3.9706,4.2424,4.8684,3.4426,5.6627,5.4762,5.8427,5.4762,3.125,3.8554,4.5455,5.6522,5.679,5.2632,6.0241,5.2,5.3425,5.1351,5.1351,5.2857,1,2
TRAIN_1485,21,175,73,CAM,5.0725,4.8684,5.2941,5.4545,2.5,4.0984,7.1084,6.6667,7.0787,6.9048,3.9062,5.7831,4.5455,6.413,5.5556,6.3158,6.2651,6.4,6.0274,6.0811,6.0811,4.7143,0,0
TRAIN_1491,21,175,70,RM,7.3913,6.4474,5.0,6.8182,2.6316,5.082,6.3855,5.2381,7.6404,5.3571,4.375,5.7831,6.5909,7.7174,6.0494,8.2895,8.0723,6.8,5.8904,6.8919,6.8919,4.7143,0,4
TRAIN_1499,17,175,71,CAM,6.6667,5.5263,4.8529,5.303,1.3158,2.2951,6.988,4.4048,6.0674,5.5952,4.0625,4.2169,5.7955,6.5217,5.1852,7.7632,6.988,6.1333,5.2055,6.0811,6.0811,3.7143,1,0
TRAIN_1501,19,175,70,CAM,6.3768,4.8684,4.1176,5.9091,0.6579,0.1639,6.2651,6.3095,6.9663,4.6429,1.4062,6.0241,3.6364,7.1739,1.8519,6.8421,7.1084,5.8667,4.9315,5.5405,5.5405,3.0,0,0
TRAIN_1503,18,178,68,CDM,5.5072,5.6579,5.4412,5.7576,6.3158,5.4098,6.8675,6.5476,6.8539,5.3571,4.5312,5.7831,5.9091,6.9565,6.4198,5.9211,6.3855,6.2667,6.3014,6.3514,6.3514,6.7143,0,1
TRAIN_1506,16,170,64,CAM,5.2174,3.4211,3.8235,4.697,3.5526,2.459,5.3012,5.2381,6.0674,5.7143,4.375,5.0602,3.75,5.7609,4.6914,6.1842,5.9036,5.2,4.9315,5.1351,5.1351,4.4286,1,0
TRAIN_1507,21,180,75,CAM,5.3623,5.5263,5.2941,5.4545,4.4737,2.9508,7.2289,7.1429,6.6292,6.1905,3.5938,5.3012,4.5455,6.8478,4.8148,5.7895,6.0241,6.4,6.4384,6.0811,6.0811,5.7143,0,0
TRAIN_1509,18,180,73,CDM,5.942,5.0,5.1471,5.6061,6.0526,4.918,7.2289,6.6667,6.9663,5.7143,4.375,5.6627,5.2273,6.7391,6.5432,6.8421,6.988,6.4,6.4384,6.3514,6.3514,6.7143,1,1
TRAIN_1511,19,175,73,CAM,6.3768,6.4474,5.2941,5.6061,2.7632,3.4426,6.6265,6.5476,7.0787,6.0714,4.5312,4.8193,5.5682,6.8478,5.0617,5.7895,6.8675,6.5333,6.0274,6.4865,6.4865,4.7143,1,0
TRAIN_1512,21,173,61,RM,6.3768,4.0789,3.9706,4.5455,4.8684,3.7705,5.4217,4.7619,5.8427,5.119,4.0625,4.5783,5.7955,5.6522,6.0494,6.1842,7.4699,5.3333,5.2055,5.5405,5.5405,5.1429,0,4
TRAIN_1514,18,168,62,CM,3.6232,4.8684,5.1471,5.1515,5.0,4.0984,7.2289,5.9524,6.7416,5.5952,3.75,5.1807,5.0,6.087,5.679,7.1053,4.9398,6.0,6.1644,5.6757,5.6757,5.8571,1,2
TRAIN_1516,21,184,74,CAM,5.0725,4.8684,5.0,4.697,2.7632,4.2623,6.6265,6.4286,5.9551,6.1905,3.9062,5.0602,4.5455,6.1957,4.9383,5.3947,5.4217,6.0,5.6164,5.6757,5.6757,4.5714,0,0
TRAIN_1517,18,184,76,CAM,5.942,6.0526,5.4412,6.0606,2.5,4.7541,6.747,5.8333,7.191,6.0714,4.0625,4.9398,6.0227,7.0652,5.1852,7.3684,6.6265,6.5333,5.8904,6.3514,6.3514,4.7143,1,0
TRAIN_1521,16,178,70,CAM,5.5072,3.8158,4.4118,4.5455,3.0263,3.2787,6.2651,5.5952,5.618,5.2381,3.9062,4.8193,4.4318,5.8696,4.5679,6.4474,5.9036,5.3333,5.0685,5.2703,5.2703,4.2857,1,0
TRAIN_1524,20,178,68,CAM,5.7971,5.6579,5.2941,6.0606,5.1316,4.4262,6.747,6.5476,6.8539,6.6667,5.1562,6.2651,5.1136,7.0652,7.5309,7.2368,6.8675,6.6667,6.7123,6.4865,6.4865,6.2857,0,0
TRAIN_1527,18,177,69,CAM,4.9275,4.0789,3.6765,5.0,2.5,2.1311,5.1807,4.7619,6.1798,5.0,4.0625,5.0602,4.2045,6.3043,3.8272,5.2632,5.5422,5.2,4.6575,5.1351,5.1351,3.7143,1,0
TRAIN_1528,18,175,67,RM,5.6522,5.2632,5.2941,5.7576,4.7368,3.7705,6.506,6.6667,6.9663,5.9524,3.9062,4.4578,6.1364,7.2826,6.6667,4.2105,6.3855,6.4,6.4384,6.4865,6.4865,5.8571,1,4
TRAIN_1529,20,178,63,CAM,4.2029,3.4211,3.5294,4.5455,3.9474,2.9508,4.9398,5.8333,6.4045,4.7619,2.6562,4.5783,4.0909,5.6522,4.4444,5.5263,5.4217,4.9333,4.9315,4.8649,4.8649,4.7143,1,0
TRAIN_1530,21,175,70,CAM,6.9565,6.0526,5.5882,5.303,4.7368,3.2787,6.988,6.6667,6.6292,6.6667,3.9062,4.6988,5.5682,6.8478,5.4321,4.2105,7.3494,6.6667,6.4384,6.6216,6.6216,5.7143,0,0
TRAIN_1532,21,176,62,RM,6.8116,4.7368,3.9706,4.697,2.1053,0.6557,5.4217,5.0,5.618,4.1667,2.1875,3.7349,5.5682,6.3043,2.5926,6.3158,7.2289,5.2,4.2466,5.2703,5.2703,3.2857,1,4
TRAIN_1535,20,178,65,CM,6.6667,5.7895,5.5882,5.9091,6.3158,7.0492,6.988,6.6667,7.0787,6.7857,4.6875,5.9036,5.3409,6.9565,8.2716,7.1053,7.2289,6.8,6.9863,6.7568,6.7568,7.0,0,2
TRAIN_1538,20,176,71,CDM,6.2319,3.9474,5.1471,5.0,5.7895,5.4098,6.506,6.4286,6.4045,5.8333,4.6875,5.4217,5.3409,5.7609,7.1605,7.6316,6.6265,5.8667,6.0274,5.9459,5.9459,6.4286,0,1
TRAIN_1542,21,181,72,RM,5.6522,3.9474,4.4118,4.697,3.8158,3.7705,6.0241,5.7143,6.0674,5.3571,3.125,5.0602,4.4318,5.8696,5.8025,6.3158,6.3855,5.4667,5.4795,5.5405,5.5405,5.0,0,4
TRAIN_1545,17,175,66,RM,5.5072,2.8947,2.9412,4.697,1.7105,1.9672,3.494,3.9286,6.7416,4.6429,0.9375,3.9759,6.1364,5.8696,4.0741,4.7368,6.3855,4.5333,3.8356,4.8649,4.8649,3.0,1,4
TRAIN_1549,21,175,70,LM,6.3768,4.2105,4.8529,5.1515,4.7368,4.4262,6.3855,6.0714,6.2921,5.119,3.75,4.2169,5.5682,6.087,6.4198,7.7632,6.8675,5.7333,5.7534,5.8108,5.8108,5.5714,0,3
TRAIN_1550,20,168,67,CAM,5.942,5.7895,6.4706,6.5152,4.0789,3.1148,7.2289,7.2619,7.191,7.0238,4.5312,6.2651,7.0455,7.2826,6.0494,8.1579,6.8675,6.9333,6.7123,6.8919,6.8919,5.5714,0,0
TRAIN_1551,21,165,60,LM,8.8406,3.4211,4.8529,5.303,4.8684,4.0984,6.1446,5.7143,6.1798,5.3571,4.5312,5.3012,5.9091,6.1957,7.284,8.0263,8.7952,5.8667,5.7534,6.2162,6.2162,5.7143,0,3
TRAIN_1554,20,172,70,RM,8.1159,5.1316,4.5588,6.8182,1.5789,2.9508,6.506,4.881,7.5281,5.4762,4.8438,4.4578,5.9091,7.5,5.8025,9.4737,8.5542,6.6667,5.7534,6.7568,6.7568,4.0,0,4
TRAIN_1555,19,186,73,CDM,4.6377,3.8158,5.0,4.697,5.7895,4.5902,6.988,6.5476,5.8427,5.2381,4.0625,4.5783,5.1136,6.087,4.6914,5.5263,4.9398,5.4667,5.7534,5.4054,5.4054,6.1429,1,1
TRAIN_1557,20,175,68,CM,5.5072,5.9211,6.6176,6.3636,7.1053,5.2459,8.0723,7.381,7.6404,7.2619,5.4688,6.988,5.9091,7.2826,8.5185,6.0526,6.1446,7.2,7.5342,7.027,7.027,7.7143,0,2
TRAIN_1564,18,185,75,CAM,5.5072,5.9211,5.2941,6.0606,1.7105,4.4262,6.8675,5.8333,7.0787,5.4762,4.0625,6.2651,6.0227,7.3913,4.9383,6.1842,5.9036,6.4,5.7534,6.3514,6.3514,4.1429,1,0
TRAIN_1565,19,171,65,CAM,5.5072,4.7368,3.2353,4.8485,2.5,2.1311,4.8193,4.7619,6.0674,4.7619,3.125,5.5422,3.8636,6.3043,4.4444,5.0,5.5422,5.2,4.6575,5.1351,5.1351,3.5714,1,0
TRAIN_1568,18,192,81,CAM,6.5217,5.3947,3.0882,5.1515,0.3947,4.2623,5.0602,3.4524,5.7303,5.2381,3.125,5.6627,3.0682,6.8478,4.9383,6.5789,6.988,5.4667,4.3836,5.2703,5.2703,2.7143,1,0
TRAIN_1570,20,178,73,CAM,2.6087,4.2105,4.4118,5.0,5.0,3.4426,6.6265,6.4286,6.1798,5.3571,3.4375,3.6145,3.9773,6.7391,2.4691,5.1316,5.6627,5.7333,5.7534,5.2703,5.2703,5.7143,0,0
TRAIN_1571,20,182,75,RM,8.9855,5.6579,4.5588,5.4545,1.8421,4.7541,5.5422,4.7619,6.2921,5.4762,4.375,5.7831,6.5909,6.6304,6.0494,8.0263,9.0361,6.1333,5.2055,6.3514,6.3514,3.8571,0,4
TRAIN_1573,19,174,61,CM,7.3913,6.7105,8.2353,8.9394,6.9737,7.0492,9.2771,9.0476,9.3258,9.2857,8.5938,8.9157,7.0455,9.1304,9.1358,9.2105,8.1928,9.0667,9.3151,8.9189,8.9189,8.7143,0,2
TRAIN_1574,20,180,70,CAM,6.087,3.1579,3.5294,5.9091,2.2368,3.9344,5.7831,4.7619,6.8539,4.7619,2.8125,4.4578,3.2955,7.0652,7.037,7.8947,6.988,5.4667,4.9315,5.4054,5.4054,4.0,0,0
TRAIN_1577,20,188,86,CM,4.4928,4.0789,5.7353,5.9091,5.7895,6.8852,7.1084,7.2619,7.191,7.1429,5.4688,6.2651,5.3409,6.8478,7.4074,6.1842,6.0241,6.6667,6.8493,6.4865,6.4865,6.8571,1,2
TRAIN_1581,19,173,64,CAM,5.942,5.2632,5.1471,6.0606,4.3421,2.7869,6.3855,6.0714,6.4045,6.1905,2.9688,6.747,5.3409,7.3913,4.9383,7.7632,6.747,6.1333,5.7534,6.0811,6.0811,5.1429,0,0
TRAIN_1582,21,171,63,LM,7.971,6.0526,5.1471,7.2727,2.8947,4.0984,6.1446,5.7143,7.4157,5.3571,4.0625,7.1084,6.4773,8.2609,6.0494,9.3421,8.5542,6.8,6.0274,6.8919,6.8919,4.7143,0,3
TRAIN_1583,20,180,73,RM,8.5507,6.0526,6.3235,7.4242,4.7368,4.5902,7.8313,5.5952,7.9775,7.2619,6.25,6.2651,7.2727,8.3696,7.1605,8.0263,8.9157,7.7333,7.1233,7.8378,7.8378,6.2857,0,4
TRAIN_1586,19,175,64,RM,6.6667,4.6053,4.4118,5.1515,4.3421,3.2787,5.7831,5.7143,5.618,4.5238,3.125,5.3012,5.5682,6.9565,5.0617,6.9737,6.988,5.4667,5.0685,5.6757,5.6757,4.8571,0,4
TRAIN_1587,19,176,68,LM,5.0725,5.2632,4.2647,4.8485,2.5,2.2951,6.1446,5.0,6.4045,4.1667,1.4062,3.9759,5.6818,6.7391,4.321,4.2105,5.5422,5.3333,4.7945,5.4054,5.4054,3.7143,1,3
TRAIN_1591,18,170,71,CAM,6.2319,5.5263,4.8529,5.4545,4.3421,3.2787,6.0241,4.6429,6.4045,6.5476,3.9062,5.9036,5.9091,6.7391,4.5679,6.4474,7.2289,6.2667,5.7534,6.0811,6.0811,5.0,0,0
TRAIN_1595,19,178,70,CAM,5.6522,4.7368,4.8529,4.697,3.6842,5.5738,5.9036,6.0714,6.1798,5.8333,3.5938,4.8193,5.7955,5.8696,5.5556,6.0526,6.1446,5.7333,5.6164,5.6757,5.6757,5.1429,1,0
TRAIN_1596,21,175,67,CAM,6.3768,5.3947,7.0588,7.2727,4.7368,4.7541,7.8313,7.9762,7.9775,8.3333,6.4062,7.3494,7.1591,7.8261,7.5309,8.8158,7.8313,7.7333,7.6712,7.7027,7.7027,6.7143,0,0
TRAIN_1601,20,183,67,CDM,4.058,4.2105,5.2941,5.9091,6.1842,6.2295,7.2289,7.1429,7.191,5.8333,5.625,5.1807,4.6591,6.9565,5.9259,6.7105,4.8193,6.2667,6.5753,6.0811,6.0811,7.0,0,1
TRAIN_1603,19,178,75,RM,6.087,4.8684,4.5588,5.7576,2.2368,3.2787,5.3012,5.119,6.6292,6.1905,5.625,3.7349,6.0227,7.1739,5.8025,6.8421,6.988,6.1333,5.4795,6.2162,6.2162,4.1429,1,4
TRAIN_1604,18,171,65,LM,6.5217,5.6579,5.0,5.4545,3.6842,6.3934,6.6265,6.4286,6.4045,5.0,4.8438,5.1807,6.0227,6.7391,7.4074,6.7105,7.1084,6.2667,5.8904,6.3514,6.3514,5.2857,0,3
TRAIN_1605,18,172,64,CAM,4.7826,6.1842,4.7059,5.6061,2.5,1.9672,6.747,6.0714,6.8539,6.1905,2.6562,5.3012,3.8636,6.7391,3.9506,6.8421,5.3012,6.4,5.7534,5.8108,5.8108,4.2857,1,0
TRAIN_1606,21,167,55,RM,8.5507,6.4474,5.5882,7.1212,2.3684,4.2623,6.506,6.0714,7.3034,6.3095,5.4688,6.2651,6.8182,7.9348,5.8025,9.3421,8.9157,7.2,6.3014,7.2973,7.2973,4.8571,0,4
TRAIN_1607,20,175,67,CM,5.6522,4.2105,5.4412,4.5455,4.8684,4.4262,7.2289,7.2619,6.4045,5.4762,3.9062,3.9759,5.3409,5.8696,6.0494,4.3421,5.9036,5.7333,6.0274,5.9459,5.9459,6.0,0,2
TRAIN_1608,21,175,76,RM,6.2319,5.3947,4.2647,6.2121,1.8421,2.459,5.9036,5.4762,6.7416,5.119,5.1562,5.7831,5.5682,7.6087,5.1852,6.8421,6.747,6.1333,5.3425,6.2162,6.2162,3.8571,0,4
TRAIN_1609,19,190,75,CDM,6.087,4.6053,5.2941,4.8485,6.1842,6.5574,6.3855,6.3095,6.1798,6.4286,4.6875,3.8554,5.7955,6.087,6.6667,6.4474,6.2651,6.0,6.1644,6.0811,6.0811,6.5714,1,1
TRAIN_1613,19,170,65,CAM,4.7826,5.0,4.4118,4.8485,3.1579,3.7705,6.0241,5.0,6.4045,5.8333,1.875,5.4217,5.0,6.3043,4.8148,5.2632,5.7831,5.7333,5.2055,5.5405,5.5405,4.4286,1,0
TRAIN_1619,19,188,79,LM,4.9275,3.6842,4.1176,4.697,4.3421,5.7377,5.6627,5.119,5.9551,5.0,4.2188,3.7349,5.3409,6.3043,5.4321,5.3947,5.9036,5.3333,5.2055,5.4054,5.4054,5.1429,1,3
TRAIN_1620,20,179,67,CAM,8.1159,5.5263,5.4412,6.5152,3.8158,2.9508,6.747,5.5952,7.191,6.7857,4.2188,5.4217,5.9091,7.3913,5.3086,8.6842,8.6747,6.9333,6.3014,6.8919,6.8919,5.1429,0,0
TRAIN_1624,19,180,75,CDM,5.2174,2.6316,4.2647,4.0909,5.1316,3.9344,6.747,6.5476,6.4045,4.881,4.0625,3.9759,3.8636,5.0,5.9259,5.3947,5.9036,5.2,5.6164,5.1351,5.1351,5.8571,0,1
TRAIN_1628,19,180,73,LM,6.8116,3.5526,4.4118,5.1515,4.7368,4.918,5.3012,5.2381,5.9551,4.2857,3.5938,3.8554,6.9318,6.7391,4.9383,6.7105,7.3494,5.3333,5.0685,5.8108,5.8108,5.2857,1,3
TRAIN_1632,20,174,69,CAM,6.9565,7.6316,7.0588,6.9697,5.7895,5.2459,7.9518,7.381,7.8652,7.7381,6.4062,6.6265,7.1591,7.8261,6.6667,7.8947,7.5904,8.0,7.6712,7.8378,7.8378,7.1429,0,0
TRAIN_1634,20,182,77,LM,7.6812,4.7368,4.5588,5.6061,5.7895,5.4098,6.0241,4.4048,7.0787,5.2381,4.5312,5.7831,6.7045,6.5217,7.284,7.2368,7.8313,6.1333,5.8904,6.6216,6.6216,6.0,0,3
TRAIN_1638,18,185,86,CAM,6.2319,4.6053,4.4118,4.5455,3.6842,4.2623,5.9036,5.5952,5.9551,5.7143,2.8125,3.253,5.3409,5.3261,5.0617,8.8158,7.2289,5.6,5.3425,5.4054,5.4054,4.8571,1,0
TRAIN_1643,21,173,65,CM,6.087,5.2632,5.7353,6.3636,6.1842,4.5902,7.3494,7.1429,7.5281,6.1905,5.3125,6.2651,5.9091,7.1739,7.037,6.9737,7.3494,6.8,6.9863,6.7568,6.7568,7.0,0,2
TRAIN_1644,21,176,68,RM,9.4203,6.8421,5.8824,6.8182,2.3684,6.2295,7.1084,6.1905,7.6404,6.5476,6.0938,5.9036,6.5909,7.7174,6.1728,7.3684,9.6386,7.4667,6.4384,7.5676,7.5676,4.8571,0,4
TRAIN_1645,19,179,70,CAM,3.6232,3.4211,4.1176,4.3939,3.2895,3.4426,5.9036,5.3571,5.7303,5.5952,2.3438,4.4578,3.9773,6.087,6.2963,5.0,4.9398,5.0667,5.0685,5.0,5.0,4.5714,1,0
TRAIN_1650,19,178,71,CM,5.3623,4.0789,5.4412,5.9091,5.7895,4.5902,7.1084,6.7857,7.191,6.0714,4.6875,6.8675,5.2273,6.9565,5.9259,5.6579,6.3855,6.2667,6.5753,6.2162,6.2162,6.5714,1,2
TRAIN_1653,21,172,68,RM,5.942,2.3684,4.7059,5.4545,5.0,3.9344,6.0241,5.4762,6.2921,5.4762,4.375,4.2169,6.3636,6.413,6.5432,8.2895,7.5904,5.6,5.6164,5.9459,5.9459,5.7143,0,4
TRAIN_1656,19,179,58,CAM,7.1014,6.1842,6.7647,7.4242,5.2632,5.4098,7.7108,7.0238,8.0899,7.8571,6.5625,7.4699,6.3636,7.8261,6.2963,8.9474,7.7108,7.7333,7.5342,7.5676,7.5676,7.0,0,0
TRAIN_1658,19,177,71,CAM,6.8116,5.7895,5.7353,5.4545,3.1579,4.7541,6.747,6.6667,6.6292,6.5476,4.0625,6.0241,6.1364,6.413,5.8025,7.5,6.988,6.4,6.0274,6.3514,6.3514,5.1429,1,0
TRAIN_1660,20,186,69,CAM,5.2174,2.7632,3.9706,4.2424,4.3421,4.918,6.3855,5.5952,5.9551,4.7619,2.9688,3.494,3.6364,5.7609,5.5556,5.0,6.1446,5.2,5.2055,5.1351,5.1351,5.2857,0,0
TRAIN_1661,20,179,68,RM,8.8406,6.4474,5.4412,6.6667,4.2105,4.4262,6.6265,5.0,7.3034,6.6667,4.5312,5.6627,6.7045,7.6087,7.4074,8.8158,9.0361,7.2,6.4384,7.2973,7.2973,5.4286,0,4
TRAIN_1664,20,170,70,CAM,7.1014,5.1316,5.0,4.697,2.6316,3.2787,6.506,6.0714,5.5056,6.7857,2.9688,5.5422,4.5455,6.3043,5.9259,6.5789,7.3494,6.1333,5.6164,5.9459,5.9459,4.2857,0,0
TRAIN_1669,19,179,73,LM,6.2319,3.4211,3.5294,3.9394,4.0789,2.7869,5.0602,4.881,5.0562,5.0,2.9688,4.4578,4.4318,5.3261,3.7037,6.5789,6.6265,4.8,4.5205,4.8649,4.8649,4.4286,1,3
TRAIN_1671,20,179,70,RM,6.8116,5.2632,4.4118,5.6061,5.5263,4.7541,5.7831,5.2381,6.9663,4.7619,3.75,4.5783,6.0227,6.8478,6.0494,6.4474,7.2289,5.8667,5.7534,6.0811,6.0811,5.8571,0,4
TRAIN_1674,21,186,73,CDM,3.0435,4.4737,5.2941,5.4545,7.2368,6.8852,7.5904,6.7857,7.191,6.3095,6.0938,5.0602,4.5455,6.5217,7.284,5.2632,3.494,6.2667,6.8493,6.0811,6.0811,7.5714,0,1
TRAIN_1682,20,177,71,RM,7.3913,5.2632,5.7353,6.3636,1.8421,3.6066,6.6265,6.0714,7.3034,6.4286,4.6875,6.506,6.5909,7.0652,6.9136,8.1579,8.1928,6.6667,6.0274,6.7568,6.7568,4.4286,0,4
TRAIN_1684,20,180,72,CAM,6.5217,5.0,6.3235,6.6667,5.9211,5.5738,7.3494,7.1429,7.6404,7.1429,5.7812,7.4699,6.1364,7.1739,6.7901,8.0263,7.5904,7.2,7.1233,7.027,7.027,7.1429,0,0
TRAIN_1686,20,181,69,CAM,7.971,6.1842,5.0,5.6061,5.0,5.7377,6.506,6.0714,6.8539,6.0714,4.2188,5.1807,5.3409,6.5217,7.1605,7.7632,8.0723,6.5333,6.1644,6.4865,6.4865,5.7143,0,0
TRAIN_1689,17,176,72,CAM,5.3623,3.2895,3.8235,4.0909,3.6842,2.9508,5.7831,5.2381,5.5056,5.119,2.5,5.5422,3.4091,5.3261,4.1975,6.7105,6.2651,4.9333,4.6575,4.7297,4.7297,4.4286,1,0
